,titles,category,title
14494,소니  신형 플레이스테이션  공개,IT,
14495,        소프트웨어기업  노드     인수   엔비디아 추격 고삐,IT,
14496, 드롭박스 대시 오픈베타  공개,IT,
14497,  년 지났는데 뮤직카우       곡 검색량      늘었다,IT,
14498, 국감      알뜰폰 시장도 통신 사 장악  자회사 점유율     ,IT,
14499, 국감       비효율 이라며 삭감한     예산  주요부처 예산안선  증액 ,IT,
14500,코오롱생명과학 항암 유전자 치료제  캐나다 싱가포르 특허 등록,IT,
14501, 엔비디아 잡는다        노드     인수완료       전략 가속화,IT,
14502,성능은 동일  크기는     축소 소니  신형     공개,IT,
14503,우리 가게 단골손님 카톡으로 만든다  최대    만원 지원 ,IT,
14504,업비트  프랑스 가상자산 분석업체 카이코 평가  국내 거래소  위 ,IT,
14505, 국회  슈  온라인  짝퉁  판매 문제  국감대 오르면 달라질까,IT,
14506, 뉴겜  웹젠  뮤 모나크   원작 초창기 모습과 같은 감성 느낄 수 있다고 ,IT,
14507,광고 스팸으로 과태료 가장 많이 낸 통신사는     ,IT,
14508,어도비  더 세밀해진  파이어플라이 이미지   모델 공개,IT,
14509, 업비트 독주 깨려면   누가 덜 못하나 경쟁  벗어나야  현장에서 ,IT,
14510, 기술패권 시대 우리말   전문가들  낯선 용어 인지도부터 높여야 ,IT,
14511, 알뜰폰 시장도 통신 사가 장악 자회사 점유율     ,IT,
14512, 전기차 폐배터리서 값비싼 리튬만 쏙  원자력   친환경 재활용 기술 개발,IT,
14513,   경 분의  초 측정   의료진단 초정밀화    억 분의   입자 발견   청정수소생산 응용                ,IT,
14514,접속 한번에 홈택스 나이스 고용   동시처리   원스톱   행정  속도    스탠더드  한국이 만들자 ,IT,
14515,     국감 과방위      가짜뉴스 국감 화두로   이통 사 대표 나와야 ,IT,
14516,    전쟁  의료 데이터로 한판승부     구글 신경전  활활 ,IT,
14517,캐주얼 게임으로 기회 엿보는 넷마블,IT,
14518, 직장 갑질  의혹 불거진    는 어떤 회사,IT,
14519,       클라우드 인프라에  조    억 투자한다,IT,
14520,   개국 사용 협업툴  스윗      진화   인당  달러 파격 가격 공급,IT,
14521,소니  부피 무게 줄인 신형 플레이스테이션  공개,IT,
14522,성능은 동일  크기는     축소 소니  신형     공개,IT,
14523,우리 가게 단골손님 카톡으로 만든다  최대    만원 지원 ,IT,
14524,업비트  프랑스 가상자산 분석업체 카이코 평가  국내 거래소  위 ,IT,
14525, 국회  슈  온라인  짝퉁  판매 문제  국감대 오르면 달라질까,IT,
14526, 뉴겜  웹젠  뮤 모나크   원작 초창기 모습과 같은 감성 느낄 수 있다고 ,IT,
14527,광고 스팸으로 과태료 가장 많이 낸 통신사는     ,IT,
14528,어도비  더 세밀해진  파이어플라이 이미지   모델 공개,IT,
14529, 팩플  어도비의 역습  저작권 해결한    신기능    개 붙였다,IT,
14530, 급 발암물질인데 라돈침대 폐기물  년 넘게 방치,IT,
14531,  메이투  디자인    초거대 모델  출시,IT,
14532, 투자가뭄은 남의 얘기     바이오텍들 공통점은,IT,
14533, 미장브리핑  영란은행    기술주 가치 평가 과도하게 높아 ,IT,
14534, 스트레스 해소 음식  검색했더니  떡볶이  추천   배민  음식 추천     도입,IT,
14535, 머스크    시간 내 삭제해      이 팔 전쟁 가짜뉴스 대응 요청,IT,
14536,서울대병원 노조  오늘부터 무기한 파업   의료 공공성 강화 등 요구 ,IT,
14537, 단독   주 내내 반성문만        자아비판 워크숍 논란  일파만파 ,IT,
14538,왓챠  공정위에      신고  기술 빼내기 의혹 ,IT,
14539,혼자 일어서고 계단도 척척 로봇 휠체어 최초 개발,IT,
14540,유명 과학 유튜버 궤도  공공기관 다니면서 영리 활동  감사원  정직 처분 ,IT,
14541,이오플로우  인슐린펌프 못판다     법원서 판매금지 가처분,IT,
14542, 비용 부담 커진 생성형    기술  내년에 거품 빠진다 ,IT,
14543, 국감 단골  공공           쌍용정보통신도  호출 ,IT,
14544, 비밀번호 필요없는 시대로  구글 계정에  패스키  기본 옵션 설정,IT,
14545,과방위 여야  가짜뉴스 두고 격돌  규제 필요      위헌 위법적  종합 ,IT,
14546, 단독  예산   억  깎아놓고 소형발사체 개발 지원   카르텔  발언 후폭풍,IT,
14547,일반 택시는 낮에도 안 잡히는데   독점 호출 앱  카카오  때문에 요금만 올라,IT,
14548, 국산화 추진    핵실험 탐지 장비  해외기술 베꼈다 들통,IT,
14549,    선도할 자리 잡아라  통신 사  분주한 이유,IT,
14550,사우디는 왜 네이버    에 주목하나 미래기술   ,IT,
14551, 딥뉴스 다음 댓글 정치 편향  문제는  비속어 였다,IT,
14552, 단독  정부 돈받아 개발한  해외 특허   절반 등록누락,IT,
14553, 스타트업 리포트  드라마로 코딩 배워요  스타 창업자 이비호 유리프트 대표의 새로운 도전,IT,
14554, 닭근혜 굥 은 두고  대깨문  삭제한    다음 댓글 논란  팩플 ,IT,
14555, 사이테크   유전자 편집으로    저항성 닭 만든다  실험서     예방 ,IT,
14556,달 체험하고  백내장 수술 연습까지 공간 초월한 메타버스,IT,
14557,대신 보상 얻고 승급해주고  누구냐  넌,IT,
14558,반도체  이젠 쌓고 자르고 연결하는  패키징 이다,IT,
14559,벽에 구멍 안 뚫고    장착  삼성전자  설치 서비스 출시,IT,
14560, 비밀번호보다 안전   구글  계정에  패스키  기본 옵션 설정,IT,
14561,    엿듣기  비판에 보완책 내놓은      통화 상대  동의는요 ,IT,
14562, 비용 부담 커진 생성형    기술  내년에 거품 빠진다 ,IT,
14563, 국감       일단 뒤져봐   방통위 네이버 현장조사  야당서 질타 쏟아져,IT,
14564,   법적권한 없다     적극 대응해야    가짜뉴스 공방 쳇바퀴,IT,
14565, 국감      과방위 단골키워드  구글 갑질  이동관은 막을 수 있을까 ,IT,
14566,    상속분쟁 세 모녀 변호인  첫 변론 직후 사임,IT,
14567, 급 발암물질인데 라돈침대 폐기물  년 넘게 방치,IT,
14568, 단독  왓챠  공정위에      신고  기술 빼내기 의혹 ,IT,
14569,이동관      수익 떨어져도 상업광고 안돼   자구 노력으로 극복 ,IT,
14570,   만원 파격 할인  웬일이냐   역대급 가격 새 아이폰 초유의 대란,IT,
14571, 시료 못 사서 연구 못할 수도       예산 삭감에 한숨 깊어진 대학생들,IT,
14572,국내 연구팀  북극해서  메탄가스 방출구  찾아냈다,IT,
14573, 알맹이  없었던 런던총회  신냉전 구도  오염수 공방전 이정주의 질문 ,IT,
14574, 이게 안 팔린  새옷  쓰레기   티셔츠 하나   만원 할인이나  팍팍  해주지  지구  뭐래  ,IT,
14575,      국감 펄어비스  공짜야근  논란 허진영 대표  시정 조치했다 ,IT,
14576,꿈쩍 않는 메타  김영식  이용자 보호조치 자료 제출 거부  철퇴 내려야 ,IT,
14577, 급 발암물질인데 라돈침대 폐기물  년 넘게 방치,IT,
14578, 국감      방통위  가짜뉴스  규제권한 놓고  적극행정       월권 ,IT,
14579, 넷플릭스였으면  오징어게임  급인데  벌써 약발 다 떨어졌다 ,IT,
14580, 국감       가짜뉴스 에 매몰된 과방위 국감 두려움에 떠는 포털  종합 ,IT,
14581,어도비  이미지 생성     파이어플라이  신모델 공개,IT,
14582, 맥주 순수령 이 무너진다  기후 변화에 독일 체코 홉 생산량 급감한다,IT,
14583, 국감       일단 뒤져봐   방통위 네이버 현장조사  야당서 질타 쏟아져,IT,
14584,   법적권한 없다     적극 대응해야    가짜뉴스 공방 쳇바퀴,IT,
14585, 국감      과방위 단골키워드  구글 갑질  이동관은 막을 수 있을까 ,IT,
14586,      기간망 전송속도  배 키웠다,IT,
14587,이통사  분기 합산 영업익  조 돌파    가입자 둔화  변수 ,IT,
14588,세계 탄소배출량의     뿜어내는 제조업  녹색 혁명  나섰다,IT,
14589,심상정 의원  쿠팡 카카오  대표 대한항공 회장 국감 증인 추가요청,IT,
14590,삼성전자      년에 차세대      개발      생태계 확장나선다 ,IT,
14591, 가짜뉴스 공방전  방통위 국감 이동관  책임진다 ,IT,
14592,존 리키텔로 유니티     사임 런타임 요금제 논란 한달만,IT,
14593, 다음 댓글  대깨문   대깨윤  다 거르는데  총선 앞    정치 편향 논란 가열,IT,
14594,하버드 의대와 손잡은 삼성 갤워치로 우울증 등 멘탈 케어까지,IT,
14595,요금제 개편 홍역 치른 유니티  존 리키텔로     사임,IT,
14596, 진료 예약만  달 기다려  말이 돼   이런데도 의사들 의대 정원 확대  반발 ,IT,
14597, 티메파크  이어   번가까지    큐텐    번가 인수 시동,IT,
14598,죽어가던 백신 살린  명품조연  면역증강제,IT,
14599, 붓기 빼주는 마사지기     서 광고 쏟아졌는데 반전 사실,IT,
14600, 국감      문체부 국감도 가짜뉴스 공방     폐해 심각        대통령이 싫어하면 가짜 ,IT,
14601, 국감      가짜뉴스로 똘똘 뭉친 방통위    포털도 언론 영역 책임 물어야 ,IT,
14602, 국감      네이버 하정우     국가대항전  파격적 정부 지원 필요 ,IT,
14603,      국감  한중 클릭응원 대깨문  국감 단골 카카오,IT,
14604,      월    회선     만 돌파         격차 유지,IT,
14605,  화학  토요타에    조 규모 전기차 양극재 공급,IT,
14606,어린이  명 중  명  과자 탄산음료 등에  중독 ,IT,
14607,챗     복붙  답변 천지 네이버 지식   고수들  박탈감 ,IT,
14608,   퇴근길  방통위 국감 온통  가짜뉴스  선관위 보안수준  최하 ,IT,
14609, 국감      지난해 선관위 사이버공격  만건 육박 이상민  깜짝 놀랐다 ,IT,
14610,다음 댓글   대깨문 은 안 되고  쥐박이 는 된다 이유는 ,IT,
14611,이동관  연내 가짜뉴스 종합대책 마련        법적근거 넘은 월권        국감 ,IT,
14612,게임사  변해야 산다   장르 다각화 조직 개편,IT,
14613,    표준특허 리더는   화웨이 뒤이어   퀄컴    삼성 ,IT,
14614,순위 뒤집히나  등 턱밑 추격한     ,IT,
14615,출연연 쌈짓돈으로 급한 불 꺼 내년 학생연구원 규모 유지,IT,
14616,국정원   해킹에 투 개표 조작 가능  지적에 선관위  현실적으로 선거 조작 불가능  종합 ,IT,
14617, 숫자만 바뀐 거 같은데   아이폰   구매 고민하는 소비자들,IT,
14618, 가짜뉴스  국감된 과방위   이동관  규제 위헌이면 책임 ,IT,
14619,삼성       공장 불확실성 줄었지만 활용 방안 고심,IT,
14620,이동관 방통위원장  가짜뉴스 규제로 운동장 기울면 책임질 것 ,IT,
14621,애플  삼성  메타  오픈   스마트폰 이후 최대의 하드웨어 전쟁이 시작된다,IT,
14622, 국감      네이버 하정우     국가대항전  파격적 정부 지원 필요 ,IT,
14623,      국감  한중 클릭응원 대깨문  국감 단골 카카오,IT,
14624,      월    회선     만 돌파         격차 유지,IT,
14625,허진영 펄어비스 대표   우회 초과 근무  논란에  방법 찾겠다 ,IT,
14626,   홍콩 코인시장 다양한데   한국은 독과점 심화   코인브리핑 ,IT,
14627,선관위  가상해킹에 취약점 노출 국정원  보안  낙제수준 ,IT,
14628,유한양행  폐암  차 치료제 선점할까,IT,
14629, 구글 검색 캐시   마약 거래 창구 로 악용 조치 가능한데 방심위가 손놨다 ,IT,
14630,학생유지 위해 출연연 적립금 쓴다   언발에 오줌 누는 격 ,IT,
14631,국내    업계    세대 코어 프로세서 출시 준비 막바지,IT,
14632, 국감      류호정  초과근무 공용컴퓨터 없애라  펄어비스 허진영  방법 찾겠다 ,IT,
14633, 게임 위해 방송 관둬야겠다  백종원도 기대한  그 게임 의 몰락 왜 ,IT,
14634, 국감      메이저언론 인터넷판 유튜브는 심의제외     취사선택이냐  호통,IT,
14635,올해 과방위 국정감사  대 키워드는     예산 우주청 오염수 여야 공방 예고,IT,
14636, 기후변화는 지금       년은 역대 가장 더운  년 인간이 버틸 수 있는 한계점 멀지 않았다 ,IT,
14637,북극해서  온난화 시한폭탄  메탄가스 방출구 발견,IT,
14638,이동관 방통위원장  다음   무더기 응원  해프닝이어도 선제적 대응 필요 ,IT,
14639, 박재민 교수의 펀한 기술경영      헤지호그          의 선택,IT,
14640, 발가락 사이보다 더럽다   아무도 몰랐다 귀 뒤에 세균이 득실득실,IT,
14641,다음   응원  고작 장난인데 수사    이동관  이런건 호들갑 떨어야 ,IT,
14642,     시장   조 규모로 성장 정부 차원 전략 수립 필요 ,IT,
14643,주차로봇부터 대화형 서빙로봇까지 최신 로봇 한자리에,IT,
14644,  전자  올  매출 영업익  사상최대  전망,IT,
14645,    만원짜리 아이폰    성지에선   만원   통신  보조금  대란 조짐에 방통위 촉각,IT,
14646,      국감   공용   로 게임 개발   시간 우회  지적 나와,IT,
14647,  가 만든 새 시장 글로벌  위성 대장 들이   스타트업 반기는 이유  긱스 ,IT,
14648,지구 기온  도만 더 상승해도  인간 한계 넘는 더위 온다 ,IT,
14649, 진짜  모바일 주민등록증 언제 나오나   법 제도 개선 필요 ,IT,
14650,폭     구멍서 메탄가스 펑펑 기후변화 시한폭탄 찾았다,IT,
14651, 에듀플러스      학년도 전국 단위   개 자사고      명 선발 ,IT,
14652,아이언돔 뚫은 하마스 비밀 무기  거대 선풍기 달린 바이크 였다,IT,
14653,메타  퀘스트   글로벌 출시에 들썩이는     게임업계,IT,
14654,쏘카 아반떼  차량서 전손 수준 사고 이용자  악용  도마에,IT,
14655,단말기 요금제 다양화 통신비 줄이기  드라이브 ,IT,
14656, 뉴스속 용어 테마주 열풍에 휩쓸린 신소재  맥신 ,IT,
14657,삼성전자  분기      대규모 증산 전망,IT,
14658,갤럭시   도 아이폰처럼    급 나누나,IT,
14659,족쇄 풀린 삼성전자    시안    낸드 생산라인    단대로 공정 전환,IT,
14660, 삼성 중고폰 보상가   소비자에 역차별 ,IT,
14661,이통  사   분기 연속 영업익  조 돌파      가입자 둔화  분기 고비,IT,
14662,이스라엘처럼 기습 안 당하려면    위성 총가동  정보공유 생명 ,IT,
14663, 당신이 자주쓰는 표현은요  블로거 복사하는 네이버  클로바 포 라이팅  써보니,IT,
14664, 최대    억 징수 가능한데  방통위   앱마켓 갑질  구글 애플에    억만 매겼다,IT,
14665, 사망률     영유아 뇌수막염    연구진  발병원인 찾았다,IT,
14666,인티그리트  이음   특화망 전용 자율주행로봇 출시,IT,
14667, 굥 은 방치하고  대깨문 만 삭제   문죄인 도 노출,IT,
14668,국립정신건강병원 의사 인력난 심화  공공의료 붕괴 위기 ,IT,
14669,파킨슨병 증상 완화제인 레보도파제 계열 오리지널 약들이 연이어 공급 중단,IT,
14670, 이 샴푸로 머리 감았더니 탈모에 효과  연구 결과 나왔다,IT,
14671,     높이서 갤 폴드 아이폰   수직낙하했더니   예상외로  이 기기  멀쩡했다  글로벌   슈 ,IT,
14672,붉은 행성서 포착된  푸른  일몰의 모습  여기는 화성 ,IT,
14673,    기기 시장 판 커진다    메타퀘스트  출시  애플 삼성도 참전,IT,
14674,핵심인력 예비군으로 불똥 튄 이스라엘 테크,IT,
14675, 포털은 가짜뉴스 공범   제평위는 눈가림용 방패막이에 불과 ,IT,
14676,다음  대깨문 은 가리고  문죄인 은 노출 왜 ,IT,
14677,국정원  보안 엉터리   선관위  기술적 가능성일 뿐 ,IT,
14678,황상준 삼성전자 부사장    년간 쌓은 기술로    반도체 시대 이끈다 ,IT,
14679,방통위  가짜뉴스 규제 위헌  지적에 이동관  책임지겠다 ,IT,
14680,  전자  가전 전장  쌍끌이 로  분기 역대급 영업익,IT,
14681,   노사  올해 임금    인상안 잠정 합의    일 찬반투표,IT,
14682,이스라엘처럼 기습 안 당하려면    위성 총가동  정보공유 생명 ,IT,
14683, 모바일     에 돈 몰리는   게임 시장    는 주춤,IT,
14684,    임금    인상 일시금    만원 잠정 합의 지난해와 동일,IT,
14685,이래서 총선 할 수 있겠나 해킹에 뻥 뚫려있는 선관위,IT,
14686,곽노정   하이닉스 사장  스페셜티 메모리로 승부 ,IT,
14687,대통령  경제 리스크 관리 강조 기준금리 동결 신호 ,IT,
14688,  전자  분기 실적도 역대급   올해 최고 실적 찍나,IT,
14689, 에듀플러스 의약 자연계열 분석   수의대  학생선발 학생부교과 정시 학생부종합 순 합격선은 의 치 한의대 다음  약대보다 높아,IT,
14690,      매터  인증 스마트홈 주도권 공략,IT,
14691,     시사용어  연례 세계개발자회의      ,IT,
14692,  전자   분기 사업 날았다  영업익 전년      증가,IT,
14693,국내   칩 스타트업  삼성          불꽃 경쟁 점화,IT,
14694,     좋은 콜레스테롤 아냐    높으면 치매위험 올라간다,IT,
14695,    디리스킹 시작  스페인    통신망 사업서  화웨이 배제,IT,
14696, 픽셀 과 닮았네  구글 보급형 스마트폰  픽셀    렌더링 공개,IT,
14697,북극바다에 큰 구멍 충격     보다 더 무서운 메탄가스 숭숭 샌다 ,IT,
14698,의료 산업   꽃피는 딥노이드  내년 매출    억  흑자전환 ,IT,
14699, 대깨문 은 안 되고  쥐박이   닭근혜 는 허용   다음 댓글 논란,IT,
14700,개발자      주 일 근무보다 중요한 건 연봉 유지 ,IT,
14701, 스페셜리포트  망 사용료 분쟁은 끝났지만 망 공정기여 정책 동력 이어가야,IT,
14702,  전자   분기도 역대급 실적 가전  전장 쌍끌이,IT,
14703, 모바일     에 돈 몰리는   게임 시장    는 주춤,IT,
14704,    임금    인상 일시금    만원 잠정 합의 지난해와 동일,IT,
14705,이래서 총선 할 수 있겠나 해킹에 뻥 뚫려있는 선관위,IT,
14706,영유아가 뇌수막염에 잘 걸리는 이유     면역장벽 에 있었다,IT,
14707,국정원   선관위 내부망 침투 개표 결과값 변경 가능  총체적 보안 부실 ,IT,
14708,내년부터 교권침해 대응 위한 교원용 핫라인 개통,IT,
14709, 국감      방통위 국감  가짜뉴스 로 열띤 공방    나치   유신  맹공,IT,
14710, 방심위  가짜뉴스 전담센터   종교단체 민원으로 악용돼 ,IT,
14711,  분건강  눈앞에 날파리 날아다닌다  실명 전조증상일수도,IT,
14712, 구글 검색 캐시 마약유통 알림책으로 악용       국감 ,IT,
14713,머스크의  에서 이 팔 전쟁 가짜뉴스  기승 ,IT,
14714, 방통위 가짜뉴스 규제는 위법  지적에 이동관  책임지겠다 ,IT,
14715, 삼성전자 중고폰 보상가      만원         만원       국감 ,IT,
14716,삼성   전자    일  분기 실적 발표 반도체 전장 호조에  선방  예상,IT,
14717,러우 전쟁에 아리랑  호 중형위성  호 발사계약 해제 수순,IT,
14718,최대    억 가능  구글 애플 결제갑질  솜방망이       국감 ,IT,
14719,      국감  이동관  가짜뉴스 심의 위헌 위법이면 법적 책임 모두 지겠다 ,IT,
14720, 국감      이동관 방통위원장  가짜뉴스 근절  위법이라면 책임지겠다 ,IT,
14721,  만명이 정신건강검진서 우울증 의심 토로,IT,
14722,뇌수막염에 취약한 영유아   원인은 면역장벽 ,IT,
14723, 년 만에 한국서 열리는 롤드컵       연패  정조준 ,IT,
14724,  에 정보 유출  개표 조작도 가능   구멍  뚫린 선관위 보안,IT,
14725, 대리투표해도 몰라   해커에 뚫린 선관위 업무 시스템,IT,
14726,내일 어르신 독감 무료 접종 시작   일부터 코로나   동시 접종 가능,IT,
14727,가상해킹에 속절없이 뚫려   투 개표 조작도 가능 ,IT,
14728,교권침해 막는 핫라인        개통한다       년  월 예정,IT,
14729, 언제든  해킹에 뚫릴 수 있다  선거관리시스템 보안  적신호 ,IT,
14730,가짜뉴스 규제  위헌 위법  지적에 이동관 위원장  책임지겠다 ,IT,
14731,직원 전쟁 나가고  투자 끊기고    하이테크 허브  이스라엘 지위 흔들 ,IT,
14732, 우려 속 출범한 방심위 가짜뉴스 전담센터 종교 민원만 가득 ,IT,
14733,윤 대통령  디지털 격차 축소  공언하더니   예산은 반토막냈다,IT,
14734, 방심위 인터넷 뉴스 심의 월권 행위  지적에 류희림 위원장  규정 따랐다 ,IT,
14735, 쿠팡이츠 입점한 지금이 우리 가게 전성기 ,IT,
14736,쇼핑도 공부도 치료도 가능한 메타버스의 신세계,IT,
14737,       손상된 양자얽힘 되돌리는 기술 개발 성공 ,IT,
14738,  용        년 후  천만대 돌파 전망     기업 대응 분주,IT,
14739,경력직 개발자      주 일 근무보다 연봉 유지가 중요해 ,IT,
14740,이스라엘 전쟁 비상 삼성  예의주시      귀국조치 ,IT,
14741,이 팔 전쟁 불똥 튄 엔비디아       일 이스라엘    콘퍼런스 취소,IT,
14742,평균기온  도 더 오르면   억명이 견디기 힘든 더위 겪는다,IT,
14743, 애플  문자 장벽 치워라  아이메시지에 삼성 구글    전방위 압박,IT,
14744,  에 정보 유출  개표 조작도 가능   구멍  뚫린 선관위 보안,IT,
14745, 대리투표해도 몰라   해커에 뚫린 선관위 업무 시스템,IT,
14746,내일 어르신 독감 무료 접종 시작   일부터 코로나   동시 접종 가능,IT,
14747,가상해킹에 속절없이 뚫려   투 개표 조작도 가능 ,IT,
14748,  기업  이스라엘 현지 직원 안전 비상조치,IT,
14749,아인스시스템  게임용 노트북     오멘     출시,IT,
14750, 우주인도 프라다를 입는다  우주복 입고 런웨이 걸어도 될 판,IT,
14751,지마켓  수입분유 빠른 배송  맘마배송  시작,IT,
14752,태양 빛으로 충전해 신경세포 자극  무선 광자극 장치 나왔다,IT,
14753, 쿰쿰한  묵은지  몸에 들어온 바이러스 파괴한다,IT,
14754, 국가 일급보안시설인데 허술  원자력연구원   초 만에 복제되는      출입증 사용,IT,
14755,티맵 화물   년내  조원 가치 달성 ,IT,
14756,변재일  삼성 중고폰 보상금   보다  에서   만원 더 지급 역차별 ,IT,
14757, 국감      변재일  구글검색  마약거래 창구로 악용 방심위 수수방관 ,IT,
14758,도마 오른 다음  편파 댓글 ,IT,
14759,에이디테크놀로지  첫  나노 설계 지원 수주       서버용 반도체  개발,IT,
14760,올해 어떤 맥 제품 출시될까,IT,
14761,인재근 의원    개 보건복지 산하기관에  낙하산  인사 포진 ,IT,
14762,        용 차세대 초고주파 기판 개발    세라믹 잉크젯 활용 ,IT,
14763, 다음 댓글   대깨문  가리고  닭근혜   굥 은 방치  종합 ,IT,
14764,라인게임즈   분기 창세기전    신작  종 꺼낸다,IT,
14765,올 상반기 국내 가상자산 시총   조    억원     종 가상자산 거래돼,IT,
14766,    반도체 갈등  차세대 아키텍처         로 번지나,IT,
14767, 김나인의    한 콘텐츠   단순한 글씨가 감정 드러내는 창으로,IT,
14768,      연구진  손상 없이 양자얽힘 검증하는 기술 개발,IT,
14769, 국감      구글 애플에    억원 과징금 예고  변재일  솜방망이 처분 ,IT,
14770, 에이즈 전파 우려에도   년  방치  단체 헌혈로 확인  충격  무슨 일이,IT,
14771, 다음 댓글   대깨문  필터링 정치적 의도 없어  문재앙 은 노출 ,IT,
14772,이동관  포털 내 매크로 사용금지 범위 특정할 것 ,IT,
14773,과기출연연 떠나는 우수연구자  년 새     명  매년 늘어,IT,
14774, 강남순  스핀오프  힘쎈여자 황금주  웹툰으로 만난다,IT,
14775,애플 내년 아이패드 프로        전환     삼성  웃고  샤프      울상  소부장디과장 ,IT,
14776,창립   주년   하이닉스 곽노정 사장  범용에서 맞춤 제품으로 거듭나겠다 ,IT,
14777,고피자  국내 외식 브랜드 최초  싱가포르 창이 국제공항  입점,IT,
14778,            급 백본 상용망 도입     대비 ,IT,
14779,유니티     존 리치텔로   년 만에 사임,IT,
14780,에이디테크놀로지   나노 해외 서버향 반도체 설계 수주   삼성 파운드리 생산,IT,
14781, 애플  더 가벼운 차기  비전 프로  헤드셋 개발 중 ,IT,
14782,마약 거래 창구로 악용되는 구글 검색 캐시,IT,
14783,샤오미 자체    개발하나 미        탑재 전망 제기,IT,
14784, 삼성 중고폰 보상      만원         만원 ,IT,
14785, 국감      행안위 국감  오송참사 잼버리 난타전 예고    이슈는,IT,
14786,한화그룹 창립   주년 김승연 회장  창업시대의 야성 되살려야 ,IT,
14787,제임스 웹 우주망원경 중력렌즈 은하의 본 모습 밝히다  아하  우주 ,IT,
14788,곽노정   하이닉스 사장  메모리 핵심 전략으로  스페셜티  지목,IT,
14789,비트코인 약세 유가 뛰고 인플레 불안,IT,
14790,기관 투자 막힌   가상자산 시장  거래소 비중 커,IT,
14791,벽에 구멍 안 뚫고 벽걸이   설치한다   삼성      무타공 솔루션  선봬,IT,
14792, 국감      첨단산업 특화단지   조원 필요한데 국비지원  년간     뿐,IT,
14793,     올  분기 세계    출하량  전년       감소 ,IT,
14794,다음 댓글   대깨문  가리고  쥐박이   닭근혜 는 그대로 ,IT,
14795, 년간 플랫폼 입점업체 분쟁 조정  배 늘었다,IT,
14796,        통신망   배 많은 데이터 보낸다,IT,
14797,업비트  실수로 전송한 코인 반환 돕는다,IT,
14798,아이폰  프로 맥스       높이에서 떨어뜨렸더니   ,IT,
14799,일론 머스크도  픽 한 비만  한국은 주사 대신  패치 로,IT,
14800,센서타워    모바일게임 매출     비중  약     장르 인기 여전 ,IT,
14801,박성중   대깨문 은 가리고  굥 은 그대로  지적에 카카오  비속어여서  해명,IT,
14802,아미코젠차이나  동물용 완제의약품 대형 거래처 확보    분기 납품 개시,IT,
14803,난임시술 임신 성공률  이 나이 넘으면 확 떨어집니다,IT,
14804, 삼성 중고폰 보상      만원         만원 ,IT,
14805, 라  프   몰래 가져가도 돼요  결제되니까       스마트 편의점 가보니,IT,
14806, 코로나 끝  태블릿   덮었다 국내 판매  반토막 ,IT,
14807, 억    만년 전 삼엽충의  마지막 식단 ,IT,
14808,포스코홀딩스  로이힐 광산 투자 전액 회수 누적배당    조원,IT,
14809,엔씨  변화경영위 출범에 구성원 불안감  인위적 구조조정 계획 없어 ,IT,
14810,    대용량 트래픽 대비              급 유선망 도입,IT,
14811,섣부른 요금제 변경에 민심 잃고 한 달만에 유니티 수장 사임,IT,
14812,출연연구기관 매년    명씩 짐싼다,IT,
14813, 자유로운 느낌 영화 보여줘  웨이브  북미서    검색 서비스,IT,
14814, 온라인성지서 불법보조금   만원 더 주는데 방통위 제재 무색 ,IT,
14815,방통위       뒷북 지원  시작      정책 전면 재수립해야 ,IT,
14816, 다음  댓글서  대깨문  필터링   쥐박이 는 남긴 이유는       국감 ,IT,
14817,증인 참고인 없는 방통위 국감 과방위 여야  가짜뉴스 두고 충돌할 듯       국감 ,IT,
14818, 한미약품  제품 매출 성장으로  분기 호실적 예상 ,IT,
14819,네오와인    융합 불법복제품 판독시스템 구축 사업 큰 의미 ,IT,
14820,드라마  힘쎈여자 강남순   웹툰에선  힘쎈여자 황금주 ,IT,
14821,       손상된 양자얽힘 복구하는 기술 개발 성공,IT,
14822,제 의 누누티비 공짜 비결은  이것   수입   억원,IT,
14823,삼성전자            년 공급 목표로 개발 중 ,IT,
14824,난임 시술 지원으로 임신 성공은  명 중  명만   세 이상은 성공률   ,IT,
14825, 공짜  비법은 불법도박 광고 제 의 누누티비  또 나왔다,IT,
14826, 꼴찌의 역습       점유율    와      차,IT,
14827,손상된 양자 얽힘 되돌렸다     연구진 양자 전송 가능성 높여,IT,
14828,   바이오팜   분기 손실폭 축소  분기 흑자전환 가능할 것 ,IT,
14829, 사이언스카페  골기퍼는 세상을 다르게 본다,IT,
14830,  바이두서   아마존으로    추루이쑹 누구  ,IT,
14831, 분기 국내 태블릿 출하       개 분기 연속 하락세,IT,
14832, 여성은 왜 남성보다 적게 벌까  노벨경제학상 수상,IT,
14833,우주 볼 큰 눈 거대 마젤란망원경 마지막 반사경 제작,IT,
14834,가면 쓴        두 얼굴의  매크로  김현아의   세상읽기 ,IT,
14835, 다음 댓글서  대깨문  가림 처리  닭근혜 굥 은 방치 ,IT,
14836, 세계  위 유럽 공략 강화  오스템임플란트  연매출  조 달성 앞당긴다,IT,
14837,  대깨문  가리고  닭근혜   쥐명박   굥  방치  다음 댓글 논란,IT,
14838,과기출연연 인력이탈 매년 늘어  년간    명 떠났다,IT,
14839, 휴비츠  해외 경기 침체로  분기 실적 부진 예상 ,IT,
14840,이스라엘 하마스 무력충돌  국제유가   대 급등,IT,
14841,    가 불 지핀   만원    요금제        의 선택은 ,IT,
